"","DraftIndex","Pk","Tm","Player","College","Yrs","G","MP...8","PTS...9","TRB...10","AST...11","FG%","3P%","FT%","MP...15","PTS...16","TRB...17","AST...18","WS","WS/48","BPM","VORP","LBPY","PickLBPY","YearLBPY","DraftLBPY"
"325",6,25,"OKC","Rodrigue Beaubois",NA,"4",182,2896,1286,338,374,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4,-0.355,0.501475526566403,0.174489933349337,0.675965459915739
"326",6,26,"CHI","Taj Gibson","USC","15",965,22660,8290,5607,925,0.517,0.263,0.713,23.5,8.6,5.8,1,59.9,0.127,-0.8,6.8,-0.056,1.27935828716464,0.379568197356326,1.65892648452096
"327",6,27,"MEM","DeMarre Carroll","Missouri","11",578,13675,5150,2454,726,0.43,0.358,0.741,23.7,8.9,4.2,1.3,29.5,0.104,0,6.7,-0.0490000000000001,0.501327200376191,0.384369360727727,0.885696561103918
"328",6,28,"MIN","Wayne Ellington","UNC","13",770,16100,6190,1643,852,0.41,0.382,0.843,20.9,8,2.1,1.1,21.1,0.063,-1.5,2.2,-1.64923076923077,-0.428624289626062,-0.71319768998938,-1.14182197961544
"329",6,29,"LAL","Toney Douglas","Florida State","8",394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.8,2.2,-0.90625,0.132084503936605,-0.203601682148498,-0.0715171782118932
"330",6,30,"CLE","Christian Eyenga",NA,"2",51,1049,320,137,40,0.411,0.277,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.2,-0.6,-1.33,-0.323265931896396,-0.494243536238671,-0.817509468135067
"331",6,31,"SAC","Jeff Ayres","Arizona State","6",237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-2.3,-0.2,-1.59833333333333,-0.337817612653368,-0.678288132142379,-1.01610574479575
"332",6,32,"WAS","Jermaine Taylor","Central Florida","2",65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-3.7,-0.3,-2.44,-1.18535145818003,-1.25557087084656,-2.44092232902659
"333",6,33,"POR","Dante Cunningham","Villanova","10",715,14875,4133,2676,506,0.469,0.345,0.649,20.8,5.8,3.7,0.7,24.9,0.08,-1.7,1.1,-1.417,-0.491114115725908,-0.55391513814037,-1.04502925386628
"334",6,34,"DEN","Sergio Llull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",6,35,"DET","DaJuan Summers","Georgetown","4",83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-5.8,-0.8,-1.88,-0.860015740807825,-0.87147780113447,-1.73149354194229
"336",6,36,"MEM","Sam Young","Pitt","4",249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.1,-0.1,-2.4075,-1.33177511696561,-1.23327975519362,-2.56505487215924
"337",6,37,"SAS","DeJuan Blair","Pitt","7",424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,-1.2,1.4,-0.82,0.610694706733797,-0.144444490608021,0.466250216125776
"338",6,38,"POR","Jon Brockman","Washington","3",150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-3.9,-0.8,-1.35,-0.255717066205172,-0.507961145871246,-0.763678212076418
"339",6,39,"DET","Jonas Jerebko",NA,"9",635,11323,3919,2522,525,0.457,0.363,0.77,17.8,6.2,4,0.8,25.8,0.109,-1,2.9,-0.325555555555556,0.679578454007481,0.194685303086182,0.874263757093663
"340",6,40,"CHA","Derrick Brown","Xavier","3",171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.3,0.4,-2.10666666666667,-0.736114470766284,-1.02694404363698,-1.76305851440326
"341",6,41,"MIL","Jodie Meeks","Kentucky","10",539,12110,4988,1120,583,0.42,0.373,0.879,22.5,9.3,2.1,1.1,24.3,0.096,-0.6,4.2,-1.074,-0.0766517081725856,-0.318658132941717,-0.395309841114303
"342",6,42,"LAL","Patrick Beverley","Arkansas","12",666,17689,5520,2729,2245,0.413,0.371,0.76,26.6,8.3,4.1,3.4,40.2,0.109,0.7,12.1,0.7,1.76802266082796,0.898093841467642,2.6661165022956
"343",6,43,"MIA","Marcus Thornton","LSU","8",483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,0.2,6.2,-1.15,-0.380377704170484,-0.295318638691801,-0.675696342862285
"344",6,44,"DET","Chase Budinger","Arizona","7",407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-0.5,2.9,-0.667142857142857,0.564454371214285,-0.0396027598447728,0.524851611369512
"345",6,45,"MIN","Nick Calathes","Florida","2",129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.5,0.8,0.295,1.41680106605247,0.620312246408008,2.03711331246048
"346",6,46,"CLE","Danny Green","UNC","15",832,20899,7204,2827,1277,0.421,0.4,0.805,25.1,8.7,3.4,1.5,49.3,0.113,1.8,20.2,0.654,1.8315439951018,0.866543339312721,2.69808733441452
"347",6,47,"MIN","Henk Norel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",6,48,"PHO","Taylor Griffin","Oklahoma","1",8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-8.1,-0.1,-1.29,-0.000154042405731022,-0.466808316973522,-0.466962359379253
"349",6,49,"ATL","Sergiy Gladyr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",6,50,"UTA","Goran Suton","Michigan State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",6,51,"SAS","Jack McClinton","Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",6,52,"IND","A.J. Price","UConn","6",261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-1.3,0.7,NA,NA,NA,NA
"353",6,53,"SAS","Nando De Colo",NA,"2",119,1414,453,211,203,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.7,0.5,-1.635,-0.701577306485564,-0.703437083135432,-1.405014389621
"354",6,54,"CHA","Robert Vaden","UAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",6,55,"POR","Patty Mills","Saint Mary's","15",892,17995,7893,1469,1984,0.424,0.386,0.856,20.2,8.8,1.6,2.2,35.8,0.096,-0.1,8.6,-0.280666666666667,1.06402335694668,0.225473715817072,1.28949707276375
"356",6,56,"DAL","Ahmad Nivins","Saint Joseph's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",6,57,"PHO","Emir Preldžic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",6,58,"BOS","Lester Hudson","University of Tennessee at Martin","4",57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.1,0,-0.805,0.727564149419607,-0.13415628338359,0.593407866036017
"359",6,59,"LAL","Chinemelu Elonu","Texas A&M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",6,60,"MIA","Robert Dozier","Memphis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",7,1,"WAS","John Wall","Kentucky","11",647,22588,12088,2704,5735,0.43,0.322,0.776,34.9,18.7,4.2,8.9,44.5,0.094,2.2,24.1,1.28363636363636,0.251750609435511,1.72356707207035,1.97531768150586
"362",7,2,"PHI","Evan Turner","Ohio State","10",705,18938,6824,3278,2462,0.434,0.294,0.782,26.9,9.7,4.6,3.5,20.2,0.051,-1.9,0.5,-1.612,-0.753093719287503,-0.718275233292678,-1.47136895258018
"363",7,3,"BRK","Derrick Favors","Georgia Tech","12",790,19202,8354,5608,851,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14,0.710833333333333,0.00331488088971533,1.2405317401485,1.24384662103821
"364",7,4,"MIN","Wesley Johnson","Syracuse","9",609,13472,4235,1924,645,0.404,0.337,0.741,22.1,7,3.2,1.1,10.7,0.038,-1.6,1.2,-1.53666666666667,-0.835273025376606,-0.65474787790806,-1.49002090328467
"365",7,5,"SAC","DeMarcus Cousins","Kentucky","11",654,19508,12802,6664,1979,0.46,0.331,0.737,29.8,19.6,10.2,3,46.8,0.115,2.4,21.6,1.94181818181818,1.56720200249069,2.2786009252296,3.84580292772029
"366",7,6,"GSW","Ekpe Udoh","Baylor","7",384,5694,1353,1100,260,0.453,0,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,-0.761428571428571,-0.1233734121272,-0.0010024002458797,-0.12437581237308
"367",7,7,"DET","Greg Monroe","Georgetown","10",646,17670,8402,5293,1376,0.514,0.059,0.703,27.4,13,8.2,2.1,50.4,0.137,1.4,15.3,0.0899999999999999,0.49184437290213,0.71699324721111,1.20883762011324
"368",7,8,"LAC","Al-Farouq Aminu","Wake Forest","11",711,17698,5350,4280,879,0.42,0.332,0.746,24.9,7.5,6,1.2,27.6,0.075,-0.6,6.5,-0.0390909090909091,0.624375437352152,0.608133016342859,1.23250845369501
"369",7,9,"UTA","Gordon Hayward","Butler","14",835,25654,12687,3698,2940,0.455,0.37,0.822,30.7,15.2,4.4,3.5,63.5,0.119,1.6,23,0.182142857142857,0.435497174287353,0.794695796306707,1.23019297059406
"370",7,10,"IND","Paul George","Fresno State","14",867,29182,18032,5465,3191,0.44,0.385,0.854,33.7,20.8,6.3,3.7,88.5,0.146,3.9,43.6,2.77857142857143,2.2747376906333,2.98422111384543,5.25895880447873
"371",7,11,"NOP","Cole Aldrich","Kansas","8",339,3389,1050,1131,183,0.527,NA,0.738,10,3.1,3.3,0.5,9.6,0.135,0.1,1.8,-0.55625,-0.0301045495254979,0.172021299193735,0.141916749668237
"372",7,12,"MEM","Xavier Henry","Kansas","5",185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7,-1.916,-1.39082607091185,-0.974633410773965,-2.36545948168582
"373",7,13,"TOR","Ed Davis","UNC","12",722,13756,4291,4616,539,0.567,0,0.583,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2,-0.774545454545455,0.0924742266661806,-0.0120636510685088,0.0804105755976718
"374",7,14,"HOU","Patrick Patterson","Kentucky","11",719,14923,4782,2799,736,0.447,0.369,0.755,20.8,6.7,3.9,1,31.9,0.102,0,7.4,-0.502727272727273,0.629570494455456,0.21715613083013,0.846726625285587
"375",7,15,"MIL","Larry Sanders","VCU","6",238,4635,1520,1345,174,0.48,0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1,0.151666666666666,0.269502647941774,0.768995728388783,1.03849837633056
"376",7,16,"MIN","Luke Babbitt","Nevada","8",381,5332,1818,846,224,0.408,0.402,0.747,14,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1,-1.4325,-0.436030890982263,-0.56690584889172,-1.00293673987398
"377",7,17,"CHI","Kevin Seraphin",NA,"7",423,6430,2516,1462,246,0.489,0,0.715,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6,-2.44571428571429,-1.52324616867264,-1.42133271627237,-2.94457888494501
"378",7,18,"OKC","Eric Bledsoe","Kentucky","12",756,21021,10348,2937,3545,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8,1.10666666666667,1.95240997640076,1.57433145041059,3.52674142681135
"379",7,19,"BOS","Avery Bradley","Texas","12",660,18151,7279,1863,1105,0.434,0.365,0.783,27.5,11,2.8,1.7,17.2,0.045,-2.4,-1.8,-1.6625,-0.799340464986463,-0.760861048959799,-1.56020151394626
"380",7,20,"SAS","James Anderson","Oklahoma State","5",247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8,-2.3975,-1.31005486216419,-1.3806744056991,-2.69072926786329
"381",7,21,"OKC","Craig Brackins","Iowa State","2",17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2,-1.54,-0.589967217239961,-0.657558822836583,-1.24752604007654
"382",7,22,"POR","Elliot Williams","Memphis","4",109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1,-1.965,-1.04383730339399,-1.01595430122325,-2.05979160461724
"383",7,23,"MIN","Trevor Booker","Clemson","8",532,10872,3679,2932,566,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,-0.9225,0.0388878195943628,-0.136831274827718,-0.0979434552333551
"384",7,24,"ATL","Damion James","Texas","4",39,623,150,131,26,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001,-3.7,-0.3,-0.94,0.0134992032909884,-0.151588735702463,-0.138089532411475
"385",7,25,"MEM","Dominique Jones","South Florida","3",80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1,-1.12333333333333,-0.0757585386765354,-0.306190706771222,-0.381949245447757
"386",7,26,"OKC","Quincy Pondexter","Washington","7",355,5530,1609,640,263,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,-2.08428571428571,-1.18371289722745,-1.11654597330825,-2.3002588705357
"387",7,27,"BRK","Jordan Crawford","Xavier","6",281,6843,3432,703,883,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,-1.55666666666667,-0.551252466142169,-0.671613547479197,-1.22286601362137
"388",7,28,"MEM","Greivis Vasquez","Maryland","7",401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9,2.5,4.8,12.6,0.064,-1.2,1.8,-1.06142857142857,0.110121738811065,-0.25398744381294,-0.143865705001874
"389",7,29,"ORL","Daniel Orton","Kentucky","3",51,542,143,126,24,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093,-3.5,-0.2,-1.31,-0.21886193732622,-0.463603622768504,-0.682465560094723
"390",7,30,"WAS","Lazar Hayward","Marquette","3",72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3,-1.28333333333333,-0.291831795669653,-0.441116063340321,-0.732947859009973
"391",7,31,"BRK","Tibor Pleisz",NA,"1",12,82,24,15,2,0.44,0,1,6.8,2,1.3,0.2,-0.1,-0.041,-11.6,-0.2,NA,NA,NA,NA
"392",7,32,"MIA","Dexter Pittman","Texas","4",50,347,116,89,9,0.45,NA,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5,-1.395,-0.0800223988605098,-0.535282718445837,-0.615305117306347
"393",7,33,"SAC","Hassan Whiteside","Marshall","10",511,12645,6450,5523,327,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52,0.197,2.5,14.5,2.28,2.76092206771586,2.56378406525065,5.3247061329665
"394",7,34,"POR","Armon Johnson","Nevada","2",47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015,-4.1,-0.2,-1.63,-0.734248116814707,-0.733454335906701,-1.46770245272141
"395",7,35,"WAS","Nemanja Bjelica",NA,"7",449,9173,3412,2051,826,0.466,0.384,0.759,20.4,7.6,4.6,1.8,20,0.104,0.3,5.4,-0.255714285714286,0.287902881420575,0.425458101767164,0.713360983187739
"396",7,36,"DET","Terrico White","Ole Miss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",7,37,"MIL","Darington Hobson","New Mexico","1",5,39,4,3,6,0.154,0,NA,7.8,0.8,0.6,1.2,-0.2,-0.225,-13,-0.1,-0.39,1.07146902336542,0.312217177503814,1.38368620086924
"398",7,38,"NYK","Andy Rautins","Syracuse","1",5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1,-1.14,-0.000387509352505221,-0.320245431413836,-0.320632940766342
"399",7,39,"NYK","Landry Fields","Stanford","5",255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6,-1.156,-0.0207999728729198,-0.333737967070746,-0.354537939943666
"400",7,40,"IND","Lance Stephenson","Cincinnati","10",554,12680,4738,2251,1621,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3,-1.28,0.287244000890614,-0.438305118411798,-0.151061117521184
"401",7,41,"MIA","Jarvis Varnado","Mississippi State","2",37,397,107,72,16,0.582,NA,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1,-0.86,0.0392791983099328,-0.0841260574179137,-0.0448468591079808
"402",7,42,"MIA","Da'Sean Butler","West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",7,43,"LAL","Devin Ebanks","West Virginia","3",63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5,-2.18333333333333,-1.07042267294821,-1.2000711940415,-2.27049386698971
"404",7,44,"MIL","Jerome Jordan","Tulsa","2",65,491,180,132,17,0.528,NA,0.852,7.6,2.8,2,0.3,1.7,0.168,-1,0.1,-1.025,-0.0334851000272526,-0.223267831379797,-0.256752931407049
"405",7,45,"MIN","Paulao Prestes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",7,46,"PHO","Gani Lawal","Georgia Tech","1",1,2,0,0,0,NA,NA,NA,2,0,0,0,0,-0.009,-15,0,-0.43,0.661400369628808,0.278485838361539,0.939886207990347
"407",7,47,"MIL","Tiny Gallon","Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",7,48,"MIA","Latavious Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",7,49,"SAS","Ryan Richards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",7,50,"DAL","Solomon Alabi","Florida State","2",26,181,39,61,5,0.314,NA,0.7,7,1.5,2.3,0.2,0,0.01,-4.4,-0.1,-0.675,1.00377989926046,0.0718813861151065,1.07566128537556
"411",7,51,"OKC","Magnum Rolle","Louisiana Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",7,52,"BOS","Luke Harangody","Notre Dame","2",70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,-1.145,0.671099946183577,-0.324461848806621,0.346638097376956
"413",7,53,"ATL","Pape Sy",NA,"1",3,21,7,3,2,0.333,0,1,7,2.3,1,0.7,0,-0.047,-6,0,-0.56,0.647475747324996,0.168858986149146,0.816334733474142
"414",7,54,"LAC","Willie Warren","Oklahoma","1",19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,0,0.01,1.28093001176086,0.64953056892656,1.93046058068742
"415",7,55,"UTA","Jeremy Evans","Western Kentucky","7",250,2626,879,641,107,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,-0.128571428571429,1.231617999226,0.532675572612252,1.76429357183825
"416",7,56,"MIN","Hamady N'Diaye","Rutgers University","3",33,157,20,25,3,0.467,NA,0.462,4.8,0.6,0.8,0.1,0,0.013,-7.3,-0.2,NA,NA,NA,NA
"417",7,57,"IND","Ryan Reid","Florida State","1",5,17,8,2,0,0.8,NA,NA,3.4,1.6,0.4,0,0.1,0.142,-2,0,-1.08,-0.0664135206023431,-0.269648422700424,-0.336061943302768
"418",7,58,"LAL","Derrick Caracter","Texas-El Paso","1",41,215,81,43,7,0.485,NA,0.739,5.2,2,1,0.2,0.3,0.057,-7.1,-0.3,-3.03,-1.45945318705516,-1.91405120588631,-3.37350439294148
"419",7,59,"ORL","Stanley Robinson","UConn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",7,60,"PHO","Dwayne Collins","Miami (FL)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",8,1,"CLE","Kyrie Irving","Duke","13",729,25075,17199,2933,4133,0.474,0.393,0.886,34.4,23.6,4,5.7,86.4,0.165,4.5,41.2,2.32769230769231,0.885864464222682,2.13941157940715,3.02527604362983
"422",8,2,"MIN","Derrick Williams","Arizona","7",428,8864,3809,1693,293,0.434,0.3,0.71,20.7,8.9,4,0.7,14.1,0.076,-1.6,0.8,-1.76285714285714,-0.833235444864909,-0.713625410515397,-1.54686085538031
"423",8,3,"UTA","Enes Freedom",NA,"11",748,16101,8349,5822,638,0.548,0.289,0.777,21.5,11.2,7.8,0.9,52.8,0.157,-0.1,7.6,-0.0633333333333332,-0.310338071712929,0.47174206943872,0.161403997725791
"424",8,4,"CLE","Tristan Thompson","Texas","12",779,20104,6753,6294,776,0.521,0.256,0.597,25.8,8.7,8.1,1,48.9,0.117,-1.7,1.5,-0.615,-0.341465585330161,0.0869709219108847,-0.254494663419276
"425",8,5,"TOR","Jonas Valanciūnas",NA,"12",856,22034,11436,8096,1137,0.561,0.348,0.789,25.7,13.4,9.5,1.3,80.3,0.175,1,16.7,NA,NA,NA,NA
"426",8,6,"WAS","Jan Vesely",NA,"3",162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-2.6,-0.4,-1.64666666666667,-0.729029002613861,-0.632585997484071,-1.36161500009793
"427",8,7,"SAC","Bismack Biyombo",NA,"13",839,16384,4251,4951,551,0.535,0,0.553,19.5,5.1,5.9,0.7,32.4,0.095,-2.5,-2.2,-1.09,-0.266029415746072,-0.244327498165953,-0.510356913912025
"428",8,8,"DET","Brandon Knight","Kentucky","9",451,13202,6301,1385,1777,0.411,0.352,0.807,29.3,14,3.1,3.9,11.6,0.042,-1.6,1.4,-1.43333333333333,-0.82337059600348,-0.483792321098684,-1.30716291710216
"429",8,9,"CHA","Kemba Walker","UConn","12",750,24810,14486,2831,3938,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,2.8,29.8,1.50166666666667,1.46112822136832,1.56328317979714,3.02441140116547
"430",8,10,"MIL","Jimmer Fredette","BYU","6",241,3213,1438,243,331,0.409,0.372,0.879,13.3,6,1,1.4,2.2,0.033,-2.5,-0.4,-1.46833333333333,-0.570079470572033,-0.508203783630662,-1.07828325420269
"431",8,11,"GSW","Klay Thompson","Washington State","11",793,25844,15531,2795,1843,0.453,0.413,0.858,32.6,19.6,3.5,2.3,55.2,0.103,0.6,16.8,0.873636363636364,1.05129625377206,1.12525065947226,2.17654691324433
"432",8,12,"UTA","Alec Burks","Colorado","13",742,16713,7990,2518,1466,0.415,0.383,0.806,22.5,10.8,3.4,2,30,0.086,-0.6,6.1,-0.951538461538462,-0.401786253457404,-0.14775467935813,-0.549540932815534
"433",8,13,"PHO","Markieff Morris","Kansas","13",776,18295,8020,3824,1200,0.445,0.343,0.778,23.6,10.3,4.9,1.5,27.4,0.072,-1.4,2.6,-1.19769230769231,-0.255920573564683,-0.319439690572037,-0.57536026413672
"434",8,14,"HOU","Marcus Morris","Kansas","13",832,22093,9965,3690,1235,0.435,0.377,0.774,26.6,12,4.4,1.5,39.4,0.086,-0.8,6.7,NA,NA,NA,NA
"435",8,15,"IND","Kawhi Leonard","San Diego State","12",696,22103,13937,4443,2120,0.499,0.391,0.862,31.8,20,6.4,3,99.3,0.216,6.7,48.4,4.1475,2.22536635095589,3.40867350215496,5.63403985311086
"436",8,16,"PHI","Nikola Vucevic","USC","13",899,28225,15370,9435,2556,0.495,0.341,0.768,31.4,17.1,10.5,2.8,72.6,0.124,2.1,28.9,1.09307692307692,1.82654683486965,1.27830394503739,3.10485077990704
"437",8,17,"NYK","Iman Shumpert","Georgia Tech","10",461,11470,3320,1534,845,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9,-1.069,-0.333708201113735,-0.229680620646766,-0.563388821760501
"438",8,18,"WAS","Chris Singleton","Florida State","3",148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8,-1.64333333333333,-0.706888039855021,-0.630261096290549,-1.33714913614557
"439",8,19,"CHA","Tobias Harris","Tennessee","13",897,28422,14602,5537,2131,0.478,0.368,0.835,31.7,16.3,6.2,2.4,70.2,0.119,1,21.6,0.365,1.29411105465569,0.770491872806254,2.06460292746194
"440",8,20,"MIN","Donatas Motiejūnas",NA,"6",251,4566,1832,952,269,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5,NA,NA,NA,NA
"441",8,21,"POR","Nolan Smith","Duke","2",84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6,-0.8,-2.515,-1.53545452844738,-1.23822275839646,-2.77367728684385
"442",8,22,"DEN","Kenneth Faried","Morehead State University","8",478,11728,5430,3884,470,0.546,0.222,0.654,24.5,11.4,8.1,1,38.8,0.159,0.5,7.5,0.6325,1.09467954147802,0.957065193586368,2.05174473506438
"443",8,23,"HOU","Nikola Mirotic",NA,"5",319,7718,3910,1894,407,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1,1.482,2.67548909521728,1.54956626275536,4.22505535797264
"444",8,24,"OKC","Reggie Jackson","Boston College","13",853,21475,10709,2421,3561,0.424,0.345,0.854,25.2,12.6,2.8,4.2,36.2,0.081,-0.6,7.7,-0.134615384615385,0.589595571824972,0.422024951608026,1.011620523433
"445",8,25,"BOS","MarShon Brooks","Providence","5",200,3456,1592,424,282,0.447,0.345,0.751,17.3,8,2.1,1.4,3.3,0.046,-1.6,0.4,-1.756,-0.551068844893931,-0.708842756631581,-1.25991160152551
"446",8,26,"DAL","Jordan Hamilton","Texas","5",151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-0.1,1,-1.314,-0.24830792284781,-0.400560858370609,-0.648868781218419
"447",8,27,"BRK","JaJuan Johnson","Purdue","1",36,298,114,58,6,0.446,NA,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1,-1.92,-0.804914158935671,-0.823227895352847,-1.62814205428852
"448",8,28,"CHI","Norris Cole","Cleveland State University","6",360,8018,2506,702,981,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,-4.1,-4.1,-2.565,-1.2679662279287,-1.27309627629929,-2.54106250422799
"449",8,29,"SAS","Cory Joseph","Texas","13",816,17684,5651,2020,2445,0.441,0.349,0.786,21.7,6.9,2.5,3,30.7,0.083,-1.1,3.8,-0.953846153846154,0.0907131087412971,-0.14936422633826,-0.0586511175969628
