"","DraftIndex","Pk","Tm","Player","College","Yrs","G","MP...8","PTS...9","TRB...10","AST...11","FG%","3P%","FT%","MP...15","PTS...16","TRB...17","AST...18","WS","WS/48","BPM","VORP","LBPY","PickLBPY","YearLBPY","DraftLBPY"
"588",10,48,"LAL","Ryan Kelly","Duke","4",163,3125,981,504,215,0.378,0.316,0.797,19.2,6,3.1,1.3,3,0.046,-2.6,-0.5,-0.94,0.305363395627587,-0.0862816949120486,0.219081700715538
"589",10,49,"CHI","Erik Murphy","Florida","1",24,62,6,8,2,0.231,0,NA,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.6,-0.1,-1.85,-0.964620792300647,-0.718673423363209,-1.68329421566386
"590",10,50,"ATL","James Ennis III","Cal State Long Beach","8",395,8022,2629,1306,373,0.457,0.36,0.797,20.3,6.7,3.3,0.9,16.2,0.097,-1.5,0.9,-0.99875,0.406641665476228,-0.127109182875242,0.279532482600987
"591",10,51,"ORL","Romero Osby","Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",10,52,"MIN","Lorenzo Brown","NC State","5",103,1185,293,151,183,0.364,0.17,0.707,11.5,2.8,1.5,1.8,-0.2,-0.007,-3.5,-0.5,-1.302,0.453949125992168,-0.337848514361851,0.116100611630317
"593",10,53,"IND","Colton Iverson","Colorado State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594",10,54,"WAS","Arsalan Kazemi","Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",10,55,"MEM","Joffrey Lauvergne",NA,"4",208,2823,1159,789,180,0.479,0.285,0.719,13.6,5.6,3.8,0.9,5.2,0.089,-2.1,-0.1,-2.1175,-0.959994155251535,-0.904568794089237,-1.86456294934077
"596",10,56,"DET","Peyton Siva","Louisville","1",24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-6.4,-0.2,-1.81,-0.712528168113951,-0.690875984749971,-1.40340415286392
"597",10,57,"PHO","Alex Oriakhi","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",10,58,"SAS","Deshaun Thomas","Ohio State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",10,59,"MIN","Bojan Dubljevic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",10,60,"MEM","Jānis Timma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",11,1,"CLE","Andrew Wiggins","Kansas","10",706,24046,13091,3156,1597,0.449,0.354,0.722,34.1,18.5,4.5,2.3,29.1,0.058,-1.5,2.8,-0.41,-0.776889943082271,0.207197866928044,-0.569692076154228
"602",11,2,"MIL","Jabari Parker","Duke","8",310,8535,4380,1703,610,0.494,0.326,0.743,27.5,14.1,5.5,2,13.8,0.078,-0.8,2.5,-0.97375,-0.414028194241616,-0.135438050433055,-0.549466244674671
"603",11,3,"PHI","Joel Embiid","Kansas","8",433,13833,12071,4832,1573,0.504,0.341,0.826,31.9,27.9,11.2,3.6,63.5,0.22,7,31.4,5.1075,1.78462056219386,3.56062345280806,5.34524401500193
"604",11,4,"ORL","Aaron Gordon","Arizona","10",669,19629,9009,4227,1775,0.481,0.323,0.683,29.3,13.5,6.3,2.7,42.6,0.104,0.3,11.3,0.807,0.420408750741498,0.946866002499586,1.36727475324108
"605",11,5,"UTA","Dante Exum",NA,"7",300,5633,1817,590,672,0.431,0.336,0.767,18.8,6.1,2,2.2,5.9,0.051,-2.8,-1.2,-1.22142857142857,-0.607702059861548,-0.285972107252771,-0.893674167114319
"606",11,6,"BOS","Marcus Smart","Oklahoma State","10",601,18046,6430,2111,2786,0.388,0.323,0.776,30,10.7,3.5,4.6,33.5,0.089,-0.3,7.6,0.59,0.801236897609833,0.81497776468609,1.61621466229592
"607",11,7,"LAL","Julius Randle","Kentucky","10",641,20512,12229,6004,2387,0.47,0.333,0.748,32,19.1,9.4,3.7,43.3,0.101,0.9,15.2,-0.114,0.360822124695152,0.387100716664425,0.747922841359578
"608",11,8,"SAC","Nik Stauskas","Michigan","6",343,6701,2290,691,515,0.389,0.354,0.812,19.5,6.7,2,1.5,3.9,0.028,-3,-1.7,-2.315,-1.73887094028694,-0.950622838301034,-2.68949377858798
"609",11,9,"CHA","Noah Vonleh","Indiana","8",362,5854,1685,1790,264,0.459,0.307,0.692,16.2,4.7,4.9,0.7,9.4,0.077,-2.5,-0.7,-1.4525,-0.835067595422935,-0.426412676484719,-1.26148027190765
"610",11,10,"PHI","Elfrid Payton","Louisiana","8",500,13383,5036,2007,2868,0.447,0.287,0.623,26.8,10.1,4,5.7,15.8,0.057,-0.9,3.7,-0.26125,0.238493260437708,0.297605126719553,0.536098387157261
"611",11,11,"DEN","Doug McDermott","Creighton","10",655,13230,5851,1434,657,0.471,0.41,0.806,20.2,8.9,2.2,1,21.1,0.076,-2.1,-0.3,-2.287,-1.3390438386222,-0.933605001163809,-2.27264883978601
"612",11,12,"ORL","Dario Saric",NA,"7",477,10869,5057,2576,917,0.445,0.362,0.839,22.8,10.6,5.4,1.9,20.9,0.092,-0.7,3.6,-0.528571428571429,0.0319596455675228,0.135132536193875,0.167092181761398
"613",11,13,"MIN","Zach LaVine","UCLA","10",580,18859,11866,2350,2285,0.464,0.382,0.834,32.5,20.5,4.1,3.9,32.2,0.082,0.7,12.7,-0.626,0.214778016891003,0.0759174090123058,0.290695425903309
"614",11,14,"PHO","T.J. Warren","NC State","9",385,10365,5497,1515,446,0.505,0.351,0.78,26.9,14.3,3.9,1.2,20.9,0.097,-0.4,4.1,NA,NA,NA,NA
"615",11,15,"ATL","Adreian Payne","Michigan State","4",107,1403,429,315,66,0.406,0.254,0.68,13.1,4,2.9,0.6,-0.6,-0.019,-5.9,-1.4,-2.1175,-0.841199513331937,-0.83058630849382,-1.67178582182576
"616",11,16,"CHI","Jusuf Nurkic",NA,"10",539,13284,6538,4821,1353,0.503,0.28,0.667,24.6,12.1,8.9,2.5,31.8,0.115,0.5,8.4,1.481,2.17407381184281,1.35650965358851,3.53058346543131
"617",11,17,"BOS","James Young","Kentucky","4",95,812,219,96,28,0.367,0.277,0.563,8.5,2.3,1,0.3,0.8,0.046,-3.4,-0.3,-2.0675,-1.19645341479568,-0.800197313605917,-1.9966507284016
"618",11,18,"PHO","Tyler Ennis","Syracuse","4",186,2336,779,250,359,0.419,0.317,0.768,12.6,4.2,1.3,1.9,1.3,0.026,-3.4,-0.8,-1.6025,-0.667401493553041,-0.517579661148426,-1.18498115470147
"619",11,19,"CHI","Gary Harris","Michigan State","10",570,15954,6295,1351,1111,0.447,0.37,0.813,28,11,2.4,1.9,25.8,0.078,-1.3,2.8,-1.078,-0.19582756080356,-0.198799104774331,-0.394626665577891
"620",11,20,"TOR","Bruno Caboclo",NA,"7",105,1293,442,268,72,0.403,0.308,0.836,12.3,4.2,2.6,0.7,1.5,0.054,-2.7,-0.2,-1.07571428571429,-0.0525930478651246,-0.197409893579455,-0.25000294144458
"621",11,21,"OKC","Mitch McGary","Michigan","2",52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-2.6,-0.1,-1.19,-0.250561515780886,-0.266870453323232,-0.517431969104118
"622",11,22,"MEM","Jordan Adams","UCLA","2",32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,1.7,0.2,-0.705,-0.00648168278235474,0.0279027970894202,0.0214211143070654
"623",11,23,"UTA","Rodney Hood","Duke","8",448,10977,4656,1160,736,0.42,0.366,0.841,24.5,10.4,2.6,1.6,17.4,0.076,-1.2,2.2,-1.36375,-0.444955105283413,-0.372472210558693,-0.817427315842105
"624",11,24,"CHA","Shabazz Napier","UConn","6",345,5986,2433,657,849,0.397,0.345,0.815,17.4,7.1,1.9,2.5,8.1,0.065,-0.7,2,-0.556666666666667,0.287699798947883,0.118056815256864,0.405756614204747
"625",11,25,"HOU","Clint Capela",NA,"10",609,16227,7466,6516,614,0.621,0,0.545,26.6,12.3,10.7,1,66.4,0.196,1.8,15.6,1.89,2.18810087555174,1.60509163177155,3.79319250732328
"626",11,26,"MIA","P.J. Hairston","UNC","2",111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1,NA,NA,NA,NA
"627",11,27,"PHO","Bogdan Bogdanovic",NA,"7",449,12950,6590,1520,1470,0.438,0.384,0.843,28.8,14.7,3.4,3.3,22.9,0.085,0.4,7.8,-0.125714285714286,0.447769010718218,0.379981009290688,0.827750020008906
"628",11,28,"LAC","C.J. Wilcox","Washington","3",66,376,132,31,30,0.37,0.333,0.813,5.7,2,0.5,0.5,0.1,0.007,-4.3,-0.2,NA,NA,NA,NA
"629",11,29,"OKC","Josh Huestis","Stanford","3",76,1068,187,180,23,0.346,0.312,0.24,14.1,2.5,2.4,0.3,0.7,0.03,-3.5,-0.4,-1.16666666666667,-0.094274139808767,-0.252688922375544,-0.346963062184311
"630",11,30,"SAS","Kyle Anderson","UCLA","10",653,14322,4519,2861,1833,0.479,0.338,0.714,21.9,6.9,4.4,2.8,36.6,0.123,1.8,13.6,0.184,0.696547259116935,0.568219126196323,1.26476638531326
"631",11,31,"MIL","Damien Inglis",NA,"1",20,156,36,31,10,0.351,0.231,0.875,7.8,1.8,1.6,0.5,-0.1,-0.024,-5.6,-0.1,-1.21,0.102295489152126,-0.279026051278393,-0.176730562126267
"632",11,32,"PHI","K.J. McDaniels","Clemson","3",148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-2.8,-0.4,NA,NA,NA,NA
"633",11,33,"CLE","Joe Harris","Virginia","10",504,12298,5185,1521,790,0.479,0.436,0.771,24.4,10.3,3,1.6,23.1,0.09,-0.7,4.1,-1.513,-0.575559740180982,-0.463183360299081,-1.03874310048006
"634",11,34,"NYK","Cleanthony Early","Wichita State","2",56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.9,-0.8,-2.075,-1.23828330695813,-0.804755662839103,-2.04303896979723
"635",11,35,"UTA","Jarnell Stokes","Tennessee","3",28,151,67,40,7,0.581,NA,0.531,5.4,2.4,1.4,0.3,0.6,0.202,0.1,0.1,-0.716666666666667,-0.037862356432574,0.0208120316155763,-0.0170503248169976
"636",11,36,"MIL","Johnny O'Bryant","LSU","4",147,1684,509,352,69,0.402,0.36,0.663,11.5,3.5,2.4,0.5,0.2,0.006,-6.2,-1.8,NA,NA,NA,NA
"637",11,37,"TOR","DeAndre Daniels","UConn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",11,38,"DET","Spencer Dinwiddie","Colorado","10",542,15083,7206,1642,2804,0.414,0.333,0.796,27.8,13.3,3,5.2,32.4,0.103,0.1,7.9,0.037,1.43067386405506,0.47887548122589,1.90954934528095
"639",11,39,"PHI","Jerami Grant","Syracuse","10",672,18530,8751,2663,1049,0.455,0.364,0.746,27.6,13,4,1.6,34.8,0.09,-0.4,7.7,-0.904,0.191731238281047,-0.093045402564431,0.0986858357166161
"640",11,40,"MIN","Glenn Robinson III","Michigan","7",304,5299,1804,776,238,0.457,0.373,0.779,17.4,5.9,2.6,0.8,7.9,0.071,-1.7,0.4,-1.84571428571429,-0.413072741234037,-0.665400414853151,-1.07847315608719
"641",11,41,"DEN","Nikola Jokic",NA,"9",675,21078,14139,7249,4667,0.557,0.35,0.827,31.2,20.9,10.7,6.9,111.6,0.254,9.9,63.4,5.66333333333333,3.57318549093125,3.89844777931191,7.47163327024316
"642",11,42,"HOU","Nick Johnson","Arizona","1",28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-6.5,-0.3,-3.4,-1.88661133844208,-1.61006402736851,-3.49667536581059
"643",11,43,"ATL","Edy Tavares",NA,"2",13,101,33,32,4,0.625,NA,0.273,7.8,2.5,2.5,0.3,0.2,0.118,-0.4,0,-1.42,-0.164672000275372,-0.406659829807583,-0.571331830082954
"644",11,44,"MIN","Markel Brown","Oklahoma State","3",113,1794,584,234,132,0.38,0.295,0.781,15.9,5.2,2.1,1.2,1.1,0.029,-2.9,-0.4,-1.55,-0.910701689573222,-0.485671216516129,-1.39637290608935
"645",11,45,"CHA","Dwight Powell","Stanford","10",650,12014,4640,2877,677,0.602,0.293,0.739,18.5,7.1,4.4,1,46.2,0.185,0.9,8.7,0.144,1.22899899387,0.543907930286001,1.772906924156
"646",11,46,"WAS","Jordan Clarkson","Missouri","10",716,19861,11429,2405,2073,0.438,0.335,0.832,27.7,16,3.4,2.9,23.6,0.057,-0.9,5.4,-1.063,-0.0219030574232258,-0.18968240630796,-0.211585463731186
"647",11,47,"PHI","Russ Smith","Louisville","2",27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-5.1,-0.1,-0.995,0.0518126981626132,-0.148353373260413,-0.0965406750978
"648",11,48,"MIL","Lamar Patterson","Pitt","2",40,435,93,57,45,0.326,0.236,0.72,10.9,2.3,1.4,1.1,0.1,0.006,-5.7,-0.4,-1.685,-0.344952293900475,-0.567721502713465,-0.91267379661394
"649",11,49,"CHI","Cameron Bairstow","New Mexico","2",36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-8.1,-0.3,-1.43,-0.350168441883684,-0.412737628785163,-0.762906070668847
"650",11,50,"PHO","Alec Brown","Green Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",11,51,"NYK","Thanasis Antetokounmpo",NA,"6",198,1520,481,307,115,0.509,0.143,0.529,7.7,2.4,1.6,0.6,1.9,0.059,-4.3,-0.9,-1.975,-1.29611549483671,-0.743977673063298,-2.0400931679
"652",11,52,"PHI","Vasilije Micic",NA,"1",60,1176,422,88,262,0.43,0.279,0.813,19.6,7,1.5,4.4,0.4,0.015,-4.6,-0.8,-1.96,-0.456147942071192,-0.734860974596928,-1.19100891666812
"653",11,53,"MIN","Alessandro Gentile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",11,54,"PHI","Nemanja Dangubic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",11,55,"MIA","Semaj Christon","Xavier","1",64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-5.1,-0.8,-3.37,-2.34013131196777,-1.59183063043577,-3.93196194240354
"656",11,56,"DEN","Devyn Marble","Iowa","2",44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5.5,-0.4,-1.05,0.277273345260376,-0.181781267637106,0.0954920776232704
"657",11,57,"IND","Louis Labeyrie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",11,58,"SAS","Jordan McRae","Tennessee","4",123,1696,846,225,167,0.417,0.355,0.772,13.8,6.9,1.8,1.4,1.7,0.048,-2.1,0,-1.1975,0.341764461974057,-0.271428802556417,0.0703356594176399
"659",11,59,"TOR","Xavier Thames","San Diego State",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",11,60,"SAS","Cory Jefferson","Baylor","2",58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-3.3,-0.2,-0.1,1.37825466526128,0.395609635233038,1.77386430049431
"661",12,1,"MIN","Karl-Anthony Towns","Kentucky","9",573,19455,13121,6216,1815,0.524,0.398,0.839,34,22.9,10.8,3.2,75,0.185,4.5,31.8,2.87222222222222,1.21658808599346,3.36622863033331,4.58281671632677
"662",12,2,"LAL","D'Angelo Russell","Ohio State","9",571,17265,10136,1954,3289,0.43,0.369,0.792,30.2,17.8,3.4,5.8,24.6,0.068,0.7,11.8,-0.274444444444444,-0.0425273632789054,0.501725352466151,0.459197989187245
"663",12,3,"PHI","Jahlil Okafor","Duke","6",247,4827,2566,1169,225,0.542,0.222,0.676,19.5,10.4,4.7,0.9,7.2,0.071,-2,0,-1.86166666666667,-1.03893125978237,-0.943169750794172,-1.98210101057654
"664",12,4,"NYK","Kristaps Porziņģis",NA,"8",459,14196,9021,3604,826,0.459,0.361,0.831,30.9,19.7,7.9,1.8,42.7,0.144,2.5,16.1,NA,NA,NA,NA
"665",12,5,"ORL","Mario Hezonja",NA,"5",330,6107,2284,1026,415,0.417,0.319,0.812,18.5,6.9,3.1,1.3,3.2,0.025,-2.8,-1.2,-2.382,-1.40565799297337,-1.41684449833132,-2.82250249130468
"666",12,6,"SAC","Willie Cauley-Stein","Kentucky","7",422,9276,3675,2470,598,0.544,0.188,0.612,22,8.7,5.9,1.4,23.3,0.121,-0.1,4.4,-0.217142857142857,0.249011924035389,0.553888673859918,0.802900597895307
"667",12,7,"DEN","Emmanuel Mudiay",NA,"6",302,7187,3299,884,1143,0.401,0.323,0.744,23.8,10.9,2.9,3.8,-0.2,-0.001,-3.2,-2.2,-1.96666666666667,-0.829082541210697,-1.03875434110436,-1.86783688231505
"668",12,8,"DET","Stanley Johnson","Arizona","8",449,8879,2806,1404,679,0.391,0.305,0.748,19.8,6.2,3.1,1.5,6.9,0.037,-2.7,-1.6,-1.54625,-0.940620403801599,-0.656036675933812,-1.59665707973541
"669",12,9,"CHA","Frank Kaminsky","Wisconsin","8",413,8160,3630,1579,651,0.43,0.349,0.746,19.8,8.8,3.8,1.6,15.9,0.094,-0.2,3.7,-0.6375,-0.201589595755275,0.171225194965058,-0.030364400790217
"670",12,10,"MIA","Justise Winslow","Duke","8",344,8906,2829,1760,889,0.412,0.315,0.638,25.9,8.2,5.1,2.6,8.2,0.044,-2.1,-0.3,-0.9175,-0.201100129738454,-0.083667045862104,-0.284767175600558
"671",12,11,"IND","Myles Turner","Texas","9",570,16280,7911,3878,702,0.502,0.354,0.771,28.6,13.9,6.8,1.2,44,0.13,0.8,11.6,1.5,1.52500532376938,2.11705435485098,3.64205967862036
"672",12,12,"UTA","Trey Lyles","Kentucky","9",581,10621,4484,2510,615,0.443,0.347,0.745,18.3,7.7,4.3,1.1,19.4,0.088,-1,2.5,-0.656666666666667,-0.0993999637587238,0.153777214194151,0.0543772504354274
"673",12,13,"PHO","Devin Booker","Kentucky","9",598,20354,14529,2413,2993,0.464,0.357,0.87,34,24.3,4,5,45.1,0.106,1.2,16.2,0.744444444444445,1.3431232117069,1.4292498954761,2.772373107183
"674",12,14,"OKC","Cameron Payne","Murray State","9",405,7266,3203,847,1324,0.422,0.369,0.825,17.9,7.9,2.1,3.3,11.7,0.077,-0.6,2.5,-0.792222222222222,0.370814749064395,0.0303770023651284,0.401191751429523
"675",12,15,"ATL","Kelly Oubre Jr.","Kansas","9",595,15664,7790,2664,639,0.435,0.327,0.751,26.3,13.1,4.5,1.1,22.2,0.068,-1.8,0.7,NA,NA,NA,NA
"676",12,16,"BOS","Terry Rozier","Louisville","9",601,16699,8573,2372,2170,0.42,0.367,0.827,27.8,14.3,3.9,3.6,29.6,0.085,0.6,10.8,-0.67,0.247066701571063,0.141639488440477,0.388706190011539
"677",12,17,"MIL","Rashad Vaughn","UNLV","3",139,1671,423,158,75,0.337,0.313,0.692,12,3,1.1,0.5,-0.6,-0.017,-4.7,-1.2,-2.76333333333333,-1.79768213573078,-1.7639834548864,-3.56166559061718
"678",12,18,"HOU","Sam Dekker","Wisconsin","5",201,3097,1094,607,160,0.478,0.288,0.606,15.4,5.4,3,0.8,5.4,0.083,-1.4,0.5,-1.096,-0.177607149831749,-0.24616084938942,-0.423767999221169
"679",12,19,"WAS","Jerian Grant","Notre Dame","5",279,4998,1692,530,805,0.411,0.323,0.77,17.9,6.1,1.9,2.9,8.3,0.08,-1.6,0.5,-1.23,-0.352771891745906,-0.368144993213848,-0.720916884959753
"680",12,20,"TOR","Delon Wright","Utah","9",508,10540,3531,1584,1559,0.451,0.354,0.806,20.7,7,3.1,3.1,28.2,0.128,2.2,11,0.501111111111111,1.44749709753064,1.20773640047154,2.65523349800219
"681",12,21,"DAL","Justin Anderson","Virginia","6",242,3280,1284,621,184,0.41,0.292,0.775,13.6,5.3,2.6,0.8,4.9,0.072,-1.5,0.4,-0.993333333333333,-0.0598478359134063,-0.152700361086127,-0.212548196999533
"682",12,22,"CHI","Bobby Portis","Arkansas","9",605,13663,7138,4274,746,0.479,0.385,0.759,22.6,11.8,7.1,1.2,31.1,0.109,-0.5,5.3,-0.517777777777778,0.147658019222109,0.280211857461593,0.427869876683702
"683",12,23,"POR","Rondae Hollis-Jefferson","Arizona","6",305,6759,2760,1684,579,0.449,0.212,0.735,22.2,9,5.5,1.9,12.9,0.091,-0.7,2.3,-0.126666666666667,0.911541253509897,0.636251812902708,1.54779306641261
"684",12,24,"CLE","Tyus Jones","Duke","9",601,12250,4420,1178,2593,0.445,0.367,0.813,20.4,7.4,2,4.3,29.5,0.116,0.6,8.1,0.147777777777778,0.791593067488379,0.886086667999173,1.67767973548755
"685",12,25,"MEM","Jarell Martin","LSU","4",184,2927,998,639,114,0.434,0.346,0.766,15.9,5.4,3.5,0.6,3.2,0.053,-4.3,-1.7,-1.795,-0.580368795277195,-0.8824811220258,-1.462849917303
"686",12,26,"SAS","Nikola Milutinov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687",12,27,"LAL","Larry Nance Jr.","Wyoming","9",522,12124,4001,3238,979,0.54,0.342,0.696,23.2,7.7,6.2,1.9,33.4,0.132,1.2,9.9,NA,NA,NA,NA
"688",12,28,"BOS","R.J. Hunter","Georgia State University","4",45,395,133,46,19,0.371,0.295,0.818,8.8,3,1,0.4,0.4,0.051,-2,0,NA,NA,NA,NA
"689",12,29,"BRK","Chris McCullough","Syracuse","3",59,532,194,112,15,0.426,0.306,0.548,9,3.3,1.9,0.3,0.6,0.054,-2.5,-0.1,-1.03333333333333,0.0216214857888636,-0.18911353834715,-0.167492052558287
"690",12,30,"GSW","Kevon Looney","UCLA","9",523,9166,2633,2929,838,0.583,0.167,0.615,17.5,5,5.6,1.6,33.1,0.173,0.4,5.5,-0.316666666666667,0.359303883312879,0.463289220912848,0.822593104225728
"691",12,31,"MIN","Cedi Osman",NA,"7",476,10815,4427,1411,933,0.432,0.357,0.711,22.7,9.3,3,2,12.5,0.055,-2.1,-0.3,-1.39285714285714,-0.104943543457696,-0.51639864349087,-0.621342186948566
"692",12,32,"HOU","Montrezl Harrell","Louisville","8",515,10544,6220,2588,675,0.619,0.108,0.664,20.5,12.1,5,1.3,42.9,0.195,2.6,12.2,0.56,1.98784201355065,1.26134468921694,3.24918670276759
"693",12,33,"BOS","Jordan Mickey","LSU","3",64,482,152,128,17,0.449,0.118,0.605,7.5,2.4,2,0.3,0.5,0.05,-4.8,-0.3,-1.45333333333333,-0.523074438870363,-0.571451899587894,-1.09452633845826
"694",12,34,"LAL","Anthony Brown","Stanford","3",41,762,161,103,28,0.328,0.286,0.85,18.6,3.9,2.5,0.7,-0.2,-0.016,-5.1,-0.6,-1.84,-0.972107420028457,-0.923445946444451,-1.89555336647291
"695",12,35,"PHI","Willy Hernangomez",NA,"7",344,5149,2524,1982,364,0.533,0.306,0.713,15,7.3,5.8,1.1,16.3,0.152,0.1,2.8,0.08,0.525159588741308,0.824386562084662,1.34954615082597
"696",12,36,"MIN","Rakeem Christmas","Syracuse","2",30,225,63,57,4,0.467,NA,0.724,7.5,2.1,1.9,0.1,0.5,0.105,-4.7,-0.2,-1.73,-0.718675926652451,-0.823309708976637,-1.54198563562909
"697",12,37,"PHI","Richaun Holmes","Bowling Green","9",458,8826,3934,2429,437,0.603,0.274,0.745,19.3,8.6,5.3,1,28.8,0.156,0.1,4.6,0.183333333333333,1.68583477887426,0.918453936675638,2.60428871554989
"698",12,38,"DET","Darrun Hilliard","Villanova","3",91,859,295,85,71,0.377,0.304,0.747,9.4,3.2,0.9,0.8,0.3,0.016,-4.7,-0.6,-1.81333333333333,-0.819063231324547,-0.899170494937102,-1.71823372626165
"699",12,39,"CHA","Juan Pablo Vaulet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700",12,40,"MIA","Josh Richardson","Tennessee","9",546,15665,6349,1673,1451,0.429,0.364,0.846,28.7,11.6,3.1,2.7,27.7,0.085,-0.6,5.7,-0.547777777777778,1.19368651812435,0.252901974515826,1.44658849264017
"701",12,41,"BRK","Pat Connaughton","Notre Dame","9",554,10836,3363,1914,759,0.436,0.358,0.773,19.6,6.1,3.5,1.4,23.4,0.104,-0.4,4.4,-0.817777777777778,0.0621523781974493,0.00711302800391904,0.0692654062013684
"702",12,42,"UTA","Olivier Hanlan","Boston College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703",12,43,"IND","Joe Young","Oregon","3",127,1077,429,130,119,0.393,0.296,0.768,8.5,3.4,1,0.9,0.4,0.016,-4.1,-0.6,-2.46333333333333,-1.40266309436532,-1.49088462542873,-2.89354771979405
"704",12,44,"PHO","Andrew Harrison","Kentucky","3",145,2987,1012,287,399,0.373,0.294,0.779,20.6,7,2,2.8,3.2,0.051,-2.8,-0.6,-1.08666666666667,-0.136523239116779,-0.237664441361848,-0.374187680478627
"705",12,45,"BOS","Marcus Thornton","William & Mary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15,0,0,0
"706",12,46,"MIL","Norman Powell","UCLA","9",557,12980,6851,1458,816,0.468,0.394,0.828,23.3,12.3,2.6,1.5,27.1,0.1,-0.2,5.9,-1.17888888888889,-0.147001438047286,-0.321617044491429,-0.468618482538715
"707",12,47,"PHI","Artūras Gudaitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708",12,48,"OKC","Dakari Johnson","Kentucky","1",31,161,55,34,8,0.564,NA,0.55,5.2,1.8,1.1,0.3,0.6,0.178,-0.3,0.1,-1.05,0.209343629388544,-0.204285695539243,0.00505793384930064
"709",12,49,"WAS","Aaron White","Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710",12,50,"ATL","Marcus Eriksson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711",12,51,"ORL","Tyler Harvey","Eastern Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712",12,52,"DAL","Satnam Singh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713",12,53,"CLE","Sir'Dominic Pointer","St. John's",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
